timestamp,frobenius_norm
762.501256,0.194003
762.561257,0.193246
762.561257,0.191562
762.561257,0.190265
762.621256,0.194330
762.661257,0.188816
762.661257,0.184761
762.721256,0.175793
762.721256,0.171803
762.761256,0.167070
762.761256,0.163815
762.821257,0.166833
762.821257,0.164351
762.861257,0.165517
762.861257,0.163134
762.921256,0.165302
762.921256,0.162987
762.961256,0.165453
762.961256,0.163483
763.021257,0.162174
763.021257,0.160418
763.061257,0.163244
763.061257,0.161947
763.121257,0.165045
763.121257,0.163270
763.161256,0.162694
763.161256,0.161741
763.221256,0.165673
763.221256,0.164655
763.281257,0.167367
763.281257,0.165880
763.321259,0.166612
763.321259,0.164871
763.381256,0.167900
763.381256,0.165735
763.421256,0.166882
763.421256,0.164687
763.481256,0.165797
763.481256,0.162699
763.521256,0.162668
763.521256,0.159587
763.581256,0.162249
763.581256,0.158679
763.621256,0.158473
763.621256,0.155334
763.681257,0.157414
763.681257,0.154177
763.721256,0.154569
763.721256,0.151618
763.781256,0.153934
763.781256,0.150921
763.841256,0.153188
763.841256,0.150111
763.881257,0.151213
763.881257,0.148643
763.941256,0.151674
763.941256,0.148818
763.981257,0.149957
763.981257,0.147217
764.041256,0.150389
764.041256,0.147416
764.081257,0.149124
764.081257,0.146569
764.141256,0.150287
764.141256,0.147289
764.181256,0.148734
764.181256,0.145793
764.241256,0.149323
764.241256,0.146066
764.281257,0.146991
764.281257,0.143637
764.341256,0.146532
764.341256,0.143026
764.401256,0.145718
764.401256,0.142140
764.441257,0.142780
764.441257,0.139586
764.501257,0.142546
764.501257,0.139342
764.541257,0.140026
764.541257,0.137001
764.601262,0.139786
764.601262,0.136613
764.641256,0.137224
764.641256,0.134265
764.701256,0.138553
764.701256,0.135830
764.741256,0.136927
764.741256,0.134051
