timestamp,angle_axis_x,angle_axis_y,angle_axis_z,angle_axis_cos,angle_axis_sin,pos_N,pos_E,pos_D,vel_N,vel_E,vel_D,accel_x,accel_y,accel_z,pos_uncert,vel_uncert
70.321,0.251,-0.062,0.966,-0.342,0.940,1.448,2.276,33.573,-4.104,5.441,13.947,4.878,1.942,-8.228,3.180,1.671
70.381,0.252,-0.062,0.966,-0.322,0.947,1.268,2.524,34.085,-4.442,5.770,14.090,4.773,2.316,-8.826,3.258,1.693
70.381,0.250,-0.059,0.966,-0.326,0.945,1.323,2.455,33.767,-4.438,5.731,13.992,4.762,2.306,-8.838,3.227,1.684
70.381,0.249,-0.057,0.967,-0.329,0.944,1.373,2.392,33.455,-4.432,5.698,13.893,4.754,2.297,-8.852,3.199,1.676
70.441,0.258,-0.050,0.965,-0.307,0.952,1.198,2.662,33.930,-4.719,6.064,13.988,4.798,1.806,-9.045,3.278,1.700
70.441,0.254,-0.050,0.966,-0.309,0.951,1.263,2.594,33.589,-4.703,6.038,13.870,4.790,1.788,-9.064,3.245,1.690
70.501,0.251,-0.056,0.966,-0.279,0.960,1.059,2.875,34.068,-5.014,6.376,13.999,4.695,2.182,-8.640,3.325,1.715
70.501,0.249,-0.055,0.967,-0.282,0.959,1.125,2.798,33.726,-5.004,6.342,13.888,4.686,2.168,-8.655,3.291,1.705
70.541,0.248,-0.056,0.967,-0.267,0.964,1.003,2.972,33.921,-5.178,6.576,13.912,4.732,1.632,-8.921,3.333,1.719
70.541,0.245,-0.056,0.968,-0.269,0.963,1.069,2.897,33.576,-5.166,6.547,13.797,4.724,1.615,-8.937,3.301,1.709
70.601,0.247,-0.056,0.967,-0.242,0.970,0.859,3.205,34.017,-5.445,6.901,13.890,4.669,2.087,-8.790,3.380,1.736
70.601,0.244,-0.056,0.968,-0.244,0.970,0.935,3.124,33.652,-5.431,6.871,13.768,4.660,2.066,-8.807,3.345,1.725
70.601,0.242,-0.056,0.969,-0.246,0.969,1.004,3.048,33.302,-5.421,6.844,13.653,4.653,2.048,-8.824,3.314,1.716
70.661,0.244,-0.054,0.968,-0.225,0.974,0.783,3.371,33.726,-5.667,7.204,13.747,4.700,1.693,-8.608,3.396,1.745
70.661,0.241,-0.054,0.969,-0.227,0.974,0.865,3.287,33.354,-5.655,7.174,13.624,4.690,1.670,-8.625,3.360,1.734
70.701,0.242,-0.050,0.969,-0.215,0.977,0.734,3.482,33.513,-5.820,7.404,13.632,4.669,1.689,-9.028,3.405,1.751
70.701,0.239,-0.050,0.970,-0.216,0.976,0.814,3.396,33.144,-5.812,7.373,13.514,4.659,1.669,-9.043,3.371,1.741
70.761,0.239,-0.050,0.970,-0.194,0.981,0.566,3.740,33.564,-6.060,7.729,13.591,4.618,1.631,-8.946,3.455,1.772
70.761,0.237,-0.049,0.970,-0.196,0.981,0.648,3.645,33.189,-6.054,7.695,13.474,4.608,1.611,-8.959,3.419,1.762
70.761,0.235,-0.048,0.971,-0.198,0.980,0.722,3.558,32.828,-6.048,7.666,13.361,4.600,1.594,-8.973,3.387,1.753
70.821,0.236,-0.050,0.971,-0.174,0.985,0.456,3.918,33.243,-6.295,8.027,13.431,4.583,1.723,-9.049,3.474,1.786
70.821,0.234,-0.049,0.971,-0.176,0.984,0.538,3.822,32.870,-6.288,7.996,13.315,4.575,1.705,-9.062,3.438,1.776
70.881,0.233,-0.053,0.971,-0.152,0.988,0.271,4.191,33.262,-6.514,8.360,13.373,4.585,1.604,-9.045,3.523,1.810
70.881,0.230,-0.052,0.972,-0.154,0.988,0.364,4.086,32.871,-6.504,8.328,13.251,4.575,1.583,-9.058,3.485,1.799
70.921,0.226,-0.058,0.972,-0.133,0.991,0.203,4.304,32.998,-6.654,8.555,13.250,4.509,1.739,-9.062,3.532,1.820
70.921,0.225,-0.057,0.973,-0.135,0.991,0.292,4.196,32.608,-6.648,8.523,13.132,4.499,1.721,-9.074,3.496,1.810
70.981,0.214,-0.068,0.974,-0.104,0.995,0.003,4.589,32.973,-6.865,8.885,13.175,4.457,1.808,-9.146,3.584,1.847
70.981,0.213,-0.067,0.975,-0.105,0.994,0.101,4.473,32.568,-6.855,8.853,13.052,4.447,1.788,-9.159,3.545,1.836
70.981,0.211,-0.066,0.975,-0.106,0.994,0.192,4.364,32.176,-6.847,8.824,12.934,4.439,1.770,-9.171,3.510,1.826
71.041,0.176,-0.101,0.979,-0.078,0.997,-0.165,4.768,32.537,-7.081,9.151,13.026,4.205,2.087,-8.403,3.606,1.868
71.041,0.177,-0.097,0.979,-0.080,0.997,-0.087,4.645,32.144,-7.086,9.113,12.919,4.194,2.082,-8.411,3.572,1.859
71.081,0.156,-0.118,0.981,-0.059,0.998,-0.299,4.878,32.255,-7.241,9.373,12.892,5.124,2.728,-9.796,3.622,1.883
71.081,0.157,-0.114,0.981,-0.059,0.998,-0.219,4.752,31.861,-7.239,9.338,12.782,5.114,2.721,-9.804,3.588,1.873
71.141,0.111,-0.159,0.981,-0.021,1.000,-0.600,5.166,32.216,-7.481,9.699,12.806,4.407,3.532,-9.172,3.678,1.914
71.141,0.111,-0.155,0.982,-0.021,1.000,-0.523,5.024,31.822,-7.477,9.664,12.696,4.394,3.527,-9.178,3.641,1.903
71.141,0.112,-0.152,0.982,-0.020,1.000,-0.448,4.893,31.435,-7.473,9.632,12.586,4.384,3.520,-9.186,3.607,1.894
71.201,0.063,-0.197,0.978,0.015,1.000,-0.805,5.324,31.750,-7.736,9.984,12.645,4.371,5.123,-7.711,3.691,1.932
71.201,0.060,-0.195,0.979,0.015,1.000,-0.707,5.179,31.336,-7.717,9.954,12.521,4.358,5.106,-7.720,3.653,1.921
71.241,0.032,-0.219,0.975,0.032,0.999,-0.917,5.427,31.389,-7.874,10.188,12.486,4.602,5.406,-8.313,3.698,1.944
71.241,0.031,-0.218,0.976,0.031,1.000,-0.820,5.282,30.963,-7.866,10.153,12.365,4.588,5.389,-8.322,3.663,1.935
71.301,0.013,-0.231,0.973,0.053,0.999,-1.142,5.730,31.231,-8.080,10.513,12.369,4.451,5.819,-7.727,3.741,1.971
71.301,0.009,-0.231,0.973,0.051,0.999,-1.016,5.572,30.775,-8.056,10.479,12.233,4.436,5.789,-7.738,3.701,1.959
71.361,-0.006,-0.246,0.969,0.043,0.999,-1.388,6.027,30.996,-8.358,10.797,12.226,4.232,6.475,-7.959,3.786,1.998
71.361,-0.005,-0.243,0.970,0.038,0.999,-1.280,5.862,30.522,-8.372,10.742,12.105,4.211,6.452,-7.967,3.749,1.987
71.361,-0.006,-0.241,0.970,0.035,0.999,-1.179,5.705,30.071,-8.376,10.699,11.986,4.194,6.432,-7.975,3.715,1.978
71.421,-0.007,-0.253,0.967,0.051,0.999,-1.542,6.166,30.294,-8.616,11.014,11.998,4.200,5.961,-7.554,3.799,2.017
71.421,-0.009,-0.251,0.968,0.046,0.999,-1.423,5.993,29.819,-8.617,10.965,11.872,4.178,5.934,-7.562,3.760,2.005
71.461,-0.005,-0.258,0.966,0.057,0.998,-1.643,6.250,29.785,-8.800,11.189,11.839,5.252,6.062,-8.122,3.807,2.029
71.461,-0.004,-0.255,0.967,0.051,0.999,-1.533,6.077,29.304,-8.817,11.132,11.721,5.227,6.038,-8.127,3.770,2.018
71.521,-0.026,-0.276,0.961,0.063,0.998,-1.931,6.550,29.492,-9.120,11.446,11.720,3.573,7.607,-6.998,3.857,2.060
71.521,-0.028,-0.275,0.961,0.064,0.998,-1.807,6.360,29.005,-9.097,11.410,11.588,3.556,7.584,-7.007,3.818,2.048
71.521,-0.030,-0.274,0.961,0.066,0.998,-1.693,6.178,28.536,-9.071,11.379,11.460,3.541,7.563,-7.016,3.781,2.037
71.581,0.001,-0.255,0.967,0.092,0.996,-2.050,6.648,28.758,-9.112,11.655,11.347,2.349,5.010,-9.104,3.864,2.078
71.581,-0.005,-0.257,0.966,0.096,0.995,-1.910,6.449,28.276,-9.055,11.634,11.204,2.337,4.978,-9.117,3.821,2.064
71.621,-0.007,-0.260,0.966,0.116,0.993,-2.123,6.717,28.193,-9.202,11.844,11.191,4.413,5.942,-7.131,3.867,2.088
71.621,-0.009,-0.259,0.966,0.113,0.994,-1.995,6.521,27.688,-9.193,11.799,11.063,4.391,5.913,-7.140,3.826,2.074
71.681,-0.011,-0.268,0.963,0.132,0.991,-2.398,7.005,27.816,-9.280,12.095,10.975,2.762,5.132,-8.896,3.918,2.119
71.681,-0.014,-0.268,0.963,0.137,0.991,-2.265,6.789,27.300,-9.233,12.065,10.833,2.747,5.108,-8.907,3.877,2.106
71.681,-0.017,-0.268,0.963,0.143,0.990,-2.142,6.583,26.804,-9.186,12.039,10.696,2.735,5.087,-8.918,3.837,2.094
71.741,0.017,-0.244,0.970,0.165,0.986,-2.471,7.075,26.949,-9.266,12.337,10.667,2.887,5.369,-7.828,3.922,2.137
71.741,0.009,-0.247,0.969,0.168,0.986,-2.304,6.855,26.437,-9.203,12.309,10.520,2.874,5.325,-7.843,3.872,2.119
71.801,0.035,-0.225,0.974,0.183,0.983,-2.649,7.349,26.514,-9.329,12.592,10.476,2.683,5.417,-8.201,3.961,2.162
71.801,0.030,-0.226,0.974,0.186,0.983,-2.485,7.113,25.965,-9.277,12.556,10.327,2.665,5.378,-8.214,3.911,2.143
71.841,0.057,-0.198,0.979,0.189,0.982,-2.638,7.357,25.832,-9.284,12.743,10.258,2.977,4.477,-7.981,3.951,2.166
71.841,0.050,-0.201,0.978,0.194,0.981,-2.459,7.113,25.287,-9.207,12.714,10.101,2.963,4.431,-7.997,3.897,2.146
71.901,0.102,-0.147,0.984,0.190,0.982,-2.768,7.591,25.331,-9.234,13.020,10.034,3.169,3.924,-8.893,3.987,2.190
71.901,0.096,-0.150,0.984,0.196,0.981,-2.580,7.327,24.755,-9.152,12.987,9.870,3.154,3.877,-8.908,3.931,2.169
71.901,0.091,-0.151,0.984,0.202,0.979,-2.412,7.074,24.201,-9.073,12.958,9.711,3.140,3.837,-8.922,3.879,2.149
71.961,0.147,-0.097,0.984,0.167,0.986,-2.738,7.542,24.241,-9.002,13.194,9.613,2.226,1.867,-9.301,3.973,2.196
71.961,0.141,-0.100,0.985,0.177,0.984,-2.557,7.269,23.678,-8.900,13.164,9.446,2.214,1.822,-9.315,3.917,2.176
72.001,0.175,-0.058,0.983,0.161,0.987,-2.677,7.492,23.509,-8.809,13.343,9.361,2.969,2.026,-8.435,3.959,2.201
72.001,0.168,-0.062,0.984,0.174,0.985,-2.482,7.212,22.956,-8.681,13.316,9.190,2.962,1.973,-8.448,3.900,2.179
72.061,0.159,-0.057,0.986,0.139,0.990,-2.843,7.683,22.871,-8.521,13.592,9.100,3.482,-0.611,-8.967,4.000,2.229
72.061,0.157,-0.057,0.986,0.153,0.988,-2.678,7.386,22.273,-8.401,13.554,8.920,3.469,-0.644,-8.979,3.945,2.211
72.061,0.155,-0.056,0.986,0.166,0.986,-2.527,7.106,21.708,-8.290,13.518,8.749,3.456,-0.676,-8.991,3.893,2.195
72.121,0.163,-0.042,0.986,0.129,0.992,-2.817,7.578,21.665,-8.011,13.785,8.561,3.784,-2.886,-10.676,3.984,2.243
72.121,0.157,-0.044,0.987,0.140,0.990,-2.629,7.273,21.101,-7.892,13.735,8.391,3.767,-2.938,-10.684,3.925,2.223
72.181,0.146,-0.052,0.988,0.148,0.989,-2.898,7.750,21.005,-7.585,14.023,8.263,4.418,-2.531,-9.490,4.017,2.272
72.181,0.141,-0.053,0.989,0.163,0.987,-2.715,7.427,20.431,-7.435,13.966,8.081,4.405,-2.577,-9.498,3.956,2.251
72.221,0.135,-0.055,0.989,0.174,0.985,-2.830,7.644,20.149,-7.270,14.061,7.939,2.377,-0.298,-9.111,3.998,2.277
72.221,0.132,-0.056,0.990,0.190,0.982,-2.666,7.324,19.580,-7.123,14.000,7.757,2.362,-0.337,-9.120,3.940,2.257
72.221,0.129,-0.055,0.990,0.204,0.979,-2.517,7.023,19.043,-6.988,13.941,7.586,2.348,-0.374,-9.128,3.884,2.238
72.281,0.143,-0.064,0.988,0.190,0.982,-2.763,7.480,18.967,-6.751,14.163,7.465,3.901,-1.447,-9.651,3.971,2.284
72.281,0.137,-0.062,0.989,0.202,0.979,-2.602,7.144,18.435,-6.619,14.085,7.294,3.875,-1.494,-9.655,3.910,2.263
72.341,0.144,-0.068,0.987,0.223,0.975,-2.795,7.527,18.417,-6.380,14.274,7.166,3.877,-1.024,-9.940,3.989,2.303
72.341,0.132,-0.065,0.989,0.235,0.972,-2.622,7.134,17.910,-6.237,14.167,6.994,3.836,-1.085,-9.934,3.919,2.276
72.381,0.112,-0.066,0.991,0.245,0.969,-2.686,7.232,17.723,-5.831,14.166,6.820,2.865,-2.266,-9.563,3.945,2.290
72.381,0.102,-0.067,0.993,0.267,0.964,-2.518,6.836,17.224,-5.607,14.041,6.635,2.844,-2.323,-9.555,3.876,2.261
72.381,0.094,-0.068,0.993,0.285,0.959,-2.368,6.487,16.729,-5.429,13.935,6.462,2.825,-2.373,-9.552,3.811,2.234
72.441,0.067,-0.053,0.996,0.325,0.946,-2.472,6.858,16.720,-5.005,13.973,6.449,3.138,-1.706,-7.612,3.879,2.266
72.441,0.052,-0.056,0.997,0.340,0.940,-2.291,6.467,16.267,-4.809,13.841,6.288,3.115,-1.782,-7.594,3.805,2.233
72.501,0.043,-0.027,0.999,0.425,0.905,-2.380,6.851,16.127,-4.429,13.623,6.045,-0.768,-1.534,-10.442,3.874,2.262
72.501,0.034,-0.028,0.999,0.446,0.895,-2.228,6.463,15.609,-4.215,13.474,5.863,-0.781,-1.588,-10.435,3.803,2.233
72.561,0.013,-0.041,0.999,0.523,0.853,-2.301,6.888,15.337,-3.969,13.430,5.727,1.499,-0.741,-8.836,3.876,2.265
72.561,0.008,-0.039,0.999,0.534,0.845,-2.163,6.530,14.775,-3.825,13.313,5.546,1.478,-0.786,-8.844,3.809,2.240
72.601,-0.007,-0.040,0.999,0.591,0.807,-2.174,6.695,14.411,-3.542,13.294,5.336,3.786,-1.298,-10.515,3.836,2.254
72.601,-0.011,-0.037,0.999,0.601,0.799,-2.056,6.354,13.886,-3.412,13.177,5.166,3.765,-1.336,-10.526,3.773,2.231
72.601,-0.014,-0.034,0.999,0.611,0.792,-1.948,6.041,13.407,-3.293,13.068,5.011,3.746,-1.373,-10.535,3.713,2.208
72.661,-0.051,-0.063,0.997,0.692,0.722,-2.031,6.506,13.114,-2.977,12.950,4.788,1.875,-2.176,-10.559,3.789,2.241
72.661,-0.050,-0.059,0.997,0.703,0.711,-1.946,6.198,12.613,-2.863,12.835,4.625,1.855,-2.198,-10.579,3.729,2.217
72.721,-0.111,-0.124,0.986,0.771,0.637,-2.085,6.599,12.327,-2.569,12.652,4.472,1.758,-1.418,-9.303,3.803,2.247
72.721,-0.112,-0.112,0.987,0.783,0.622,-2.044,6.269,11.852,-2.458,12.503,4.305,1.723,-1.426,-9.329,3.741,2.218
72.761,-0.146,-0.162,0.976,0.835,0.550,-2.094,6.414,11.561,-2.158,12.285,4.236,2.779,-2.824,-7.832,3.764,2.221
72.761,-0.152,-0.153,0.976,0.844,0.536,-2.042,6.099,11.145,-2.057,12.139,4.089,2.748,-2.841,-7.852,3.702,2.190
72.761,-0.159,-0.147,0.976,0.851,0.525,-1.982,5.817,10.763,-1.966,12.014,3.957,2.724,-2.862,-7.868,3.645,2.162
72.821,-0.258,-0.267,0.928,0.888,0.460,-2.137,6.315,10.345,-1.679,11.658,3.823,1.347,-5.314,-9.477,3.718,2.185
72.821,-0.243,-0.251,0.937,0.896,0.444,-2.144,6.086,9.862,-1.644,11.567,3.657,1.301,-5.296,-9.529,3.658,2.149
72.881,-0.229,-0.202,0.952,0.906,0.424,-2.180,6.834,9.175,-1.861,11.620,3.245,-3.920,-0.705,-13.227,3.717,2.157
72.881,-0.186,-0.201,0.962,0.908,0.419,-2.138,6.713,8.640,-1.873,11.656,3.101,-3.941,-0.696,-13.276,3.651,2.112
72.941,-0.014,-0.229,0.973,0.927,0.376,-2.062,7.004,8.785,-1.587,11.314,3.018,0.534,-2.039,-10.617,3.693,2.105
72.941,-0.056,-0.239,0.969,0.930,0.368,-1.933,6.660,8.630,-1.469,11.138,2.956,0.531,-2.094,-10.597,3.640,2.077
72.941,-0.088,-0.247,0.965,0.932,0.362,-1.826,6.353,8.444,-1.368,10.982,2.887,0.526,-2.138,-10.586,3.595,2.055
72.981,0.146,-0.297,0.944,0.930,0.368,-1.790,6.482,8.344,-1.253,10.713,2.830,-1.244,-2.502,-9.048,3.628,2.062
72.981,0.132,-0.307,0.942,0.933,0.359,-1.708,6.203,8.113,-1.170,10.573,2.749,-1.252,-2.533,-9.048,3.586,2.044
73.041,-0.404,-0.348,0.846,0.945,0.326,-1.799,6.607,7.733,-0.985,10.224,2.650,0.042,-3.442,-8.902,3.662,2.066
73.041,-0.405,-0.374,0.834,0.953,0.302,-1.785,6.372,7.383,-0.924,10.062,2.521,0.013,-3.426,-8.945,3.619,2.044
73.101,-0.205,-0.342,0.917,0.975,0.220,-1.726,6.768,7.186,-0.762,9.789,2.542,0.079,-2.528,-7.937,3.680,2.052
73.101,-0.204,-0.373,0.905,0.977,0.212,-1.643,6.536,6.916,-0.699,9.680,2.454,0.075,-2.544,-7.951,3.632,2.025
73.141,-0.734,-0.225,0.641,0.971,0.239,-1.622,6.695,6.665,-0.659,9.310,2.344,-2.222,-4.465,-10.168,3.660,2.024
73.141,-0.759,-0.249,0.601,0.975,0.224,-1.569,6.462,6.422,-0.602,9.161,2.254,-2.235,-4.465,-10.193,3.614,1.997
73.141,-0.784,-0.265,0.561,0.977,0.215,-1.513,6.238,6.219,-0.549,9.025,2.178,-2.245,-4.472,-10.210,3.571,1.972
73.201,-0.916,-0.045,0.399,0.965,0.264,-1.451,6.597,6.044,-0.247,8.725,2.185,3.240,-2.615,-9.089,3.631,1.979
73.201,-0.928,-0.060,0.369,0.966,0.258,-1.375,6.388,5.838,-0.196,8.615,2.117,3.239,-2.627,-9.102,3.587,1.955
73.261,-0.893,0.378,0.246,0.968,0.251,-1.100,6.828,5.710,-0.123,8.705,2.116,0.021,0.414,-9.639,3.642,1.959
73.261,-0.902,0.319,0.291,0.966,0.259,-0.940,6.662,5.518,-0.070,8.738,2.087,0.057,0.352,-9.612,3.600,1.938
73.301,-0.912,0.159,0.379,0.964,0.268,-0.894,6.784,5.463,-0.074,8.521,2.085,-0.132,-2.488,-9.637,3.627,1.938
73.301,-0.910,0.180,0.374,0.961,0.275,-0.844,6.545,5.337,-0.045,8.441,2.044,-0.143,-2.523,-9.630,3.590,1.920
73.301,-0.913,0.195,0.359,0.960,0.280,-0.798,6.311,5.218,-0.014,8.343,2.003,-0.153,-2.552,-9.625,3.554,1.904
73.361,-0.937,0.325,-0.127,0.935,0.354,-0.705,6.447,5.273,0.089,7.867,1.987,1.193,-0.131,-10.265,3.614,1.913
73.361,-0.935,0.297,-0.191,0.933,0.360,-0.656,6.142,5.193,0.137,7.632,1.964,1.200,-0.148,-10.260,3.577,1.896
73.421,-0.941,0.215,-0.260,0.913,0.408,-0.663,6.266,5.133,0.376,7.041,1.925,4.748,-0.615,-9.897,3.637,1.903
73.421,-0.922,0.214,-0.322,0.911,0.411,-0.654,5.987,4.992,0.398,6.800,1.871,4.735,-0.603,-9.921,3.600,1.886
73.481,-0.920,0.376,-0.114,0.911,0.413,-0.629,6.116,4.963,0.273,6.082,1.951,-0.997,-5.012,-10.496,3.657,1.892
73.481,-0.913,0.380,-0.150,0.909,0.416,-0.604,5.867,4.838,0.285,5.910,1.908,-1.004,-5.015,-10.509,3.618,1.874
73.481,-0.907,0.382,-0.179,0.908,0.419,-0.576,5.640,4.723,0.297,5.761,1.870,-1.009,-5.023,-10.519,3.581,1.857
73.521,-0.878,0.459,-0.136,0.931,0.366,-0.535,5.607,4.806,0.283,5.398,1.916,1.236,-1.898,-10.178,3.605,1.856
73.521,-0.879,0.455,-0.146,0.926,0.376,-0.501,5.379,4.758,0.294,5.277,1.913,1.238,-1.931,-10.161,3.569,1.841
73.581,-0.877,0.465,-0.121,0.925,0.380,-0.465,5.468,4.778,0.528,4.767,1.930,5.707,-2.853,-9.848,3.626,1.849
73.581,-0.874,0.466,-0.139,0.923,0.385,-0.444,5.260,4.679,0.533,4.647,1.906,5.705,-2.869,-9.848,3.589,1.834
73.641,-0.825,0.521,-0.218,0.944,0.330,-0.409,5.258,4.853,0.517,4.138,1.972,2.076,-2.496,-10.282,3.644,1.842
73.641,-0.828,0.513,-0.226,0.940,0.342,-0.396,5.028,4.820,0.512,4.011,1.978,2.076,-2.532,-10.262,3.606,1.825
73.681,-0.820,0.500,-0.280,0.940,0.341,-0.360,4.962,4.833,0.553,3.634,2.056,3.107,-3.612,-8.756,3.630,1.824
73.681,-0.819,0.493,-0.293,0.937,0.349,-0.342,4.763,4.740,0.552,3.522,2.042,3.109,-3.634,-8.749,3.593,1.808
73.681,-0.818,0.488,-0.305,0.935,0.354,-0.322,4.584,4.637,0.554,3.422,2.022,3.112,-3.653,-8.745,3.558,1.793
73.741,-0.834,0.463,-0.299,0.909,0.416,-0.254,4.649,4.514,0.531,2.947,1.992,1.759,-3.553,-10.817,3.613,1.800
73.741,-0.827,0.465,-0.317,0.910,0.414,-0.228,4.503,4.336,0.539,2.866,1.941,1.762,-3.552,-10.836,3.578,1.786
73.801,-0.803,0.464,-0.373,0.902,0.431,-0.180,4.508,4.315,0.513,2.372,1.988,2.229,-3.266,-10.058,3.632,1.793
73.801,-0.797,0.466,-0.384,0.900,0.435,-0.165,4.349,4.197,0.510,2.284,1.959,2.229,-3.274,-10.065,3.596,1.779
73.861,-0.743,0.421,-0.520,0.904,0.428,-0.131,4.299,4.255,0.414,1.744,2.033,1.825,-3.823,-10.320,3.649,1.785
73.861,-0.741,0.421,-0.524,0.901,0.434,-0.123,4.134,4.177,0.404,1.653,2.021,1.826,-3.838,-10.319,3.613,1.771
73.861,-0.738,0.420,-0.528,0.898,0.439,-0.112,3.983,4.092,0.397,1.570,2.007,1.828,-3.851,-10.318,3.579,1.758
73.901,-0.603,0.409,-0.685,0.904,0.428,-0.094,3.871,4.152,0.323,1.175,2.078,2.065,-4.248,-9.949,3.603,1.757
73.901,-0.607,0.406,-0.683,0.900,0.435,-0.087,3.721,4.099,0.311,1.093,2.077,2.067,-4.266,-9.940,3.570,1.745
73.961,-0.524,0.376,-0.764,0.893,0.450,-0.037,3.675,4.036,0.212,0.529,2.178,2.212,-6.052,-9.115,3.622,1.750
73.961,-0.514,0.371,-0.774,0.892,0.452,-0.013,3.563,3.893,0.213,0.468,2.139,2.217,-6.050,-9.129,3.589,1.737
74.021,-0.590,0.374,-0.716,0.858,0.513,0.043,3.514,3.771,0.050,-0.001,2.173,0.990,-5.195,-9.946,3.641,1.742
74.021,-0.575,0.368,-0.731,0.859,0.512,0.071,3.420,3.607,0.051,-0.055,2.122,0.993,-5.183,-9.971,3.606,1.728
74.021,-0.564,0.364,-0.741,0.859,0.512,0.093,3.324,3.483,0.050,-0.109,2.086,0.997,-5.178,-9.988,3.573,1.714
74.061,-0.484,0.368,-0.794,0.838,0.546,0.126,3.204,3.543,-0.059,-0.620,2.156,3.359,-8.735,-11.258,3.594,1.712
74.061,-0.493,0.366,-0.790,0.836,0.548,0.149,3.099,3.502,-0.050,-0.662,2.158,3.368,-8.752,-11.247,3.561,1.700
74.121,-0.253,0.306,-0.918,0.853,0.523,0.165,2.920,3.705,-0.208,-1.067,2.311,1.473,-3.956,-9.125,3.611,1.704
74.121,-0.279,0.307,-0.910,0.852,0.524,0.186,2.811,3.711,-0.196,-1.105,2.334,1.485,-3.987,-9.097,3.578,1.692
74.181,-0.344,0.304,-0.889,0.807,0.590,0.185,2.628,3.775,-0.396,-1.514,2.511,1.316,-4.547,-7.921,3.627,1.694
74.181,-0.338,0.293,-0.894,0.804,0.594,0.195,2.527,3.697,-0.421,-1.581,2.501,1.322,-4.542,-7.929,3.594,1.683
74.181,-0.334,0.286,-0.898,0.802,0.597,0.205,2.439,3.620,-0.439,-1.635,2.489,1.327,-4.541,-7.935,3.562,1.671
74.241,-0.341,0.273,-0.900,0.774,0.633,0.221,2.268,3.703,-0.543,-2.144,2.585,3.753,-5.571,-9.501,3.609,1.674
74.241,-0.345,0.268,-0.900,0.774,0.633,0.249,2.197,3.633,-0.530,-2.173,2.574,3.764,-5.577,-9.498,3.577,1.663
74.281,-0.459,0.286,-0.841,0.726,0.688,0.237,2.027,3.642,-0.686,-2.497,2.628,2.403,-4.080,-9.810,3.597,1.660
74.281,-0.450,0.277,-0.849,0.723,0.690,0.246,1.953,3.554,-0.716,-2.551,2.611,2.407,-4.068,-9.826,3.565,1.649
74.341,-0.509,0.315,-0.801,0.682,0.731,0.274,1.781,3.685,-0.909,-2.733,2.625,-0.656,-1.897,-11.301,3.609,1.651
74.341,-0.524,0.317,-0.790,0.684,0.730,0.316,1.745,3.636,-0.851,-2.722,2.615,-0.643,-1.921,-11.280,3.577,1.640
74.341,-0.534,0.318,-0.783,0.684,0.729,0.344,1.706,3.580,-0.816,-2.722,2.604,-0.633,-1.937,-11.268,3.546,1.630
74.401,-0.373,0.247,-0.895,0.786,0.619,0.365,1.529,3.807,-0.731,-3.043,2.611,4.131,-1.460,-10.865,3.591,1.635
74.401,-0.419,0.265,-0.868,0.788,0.615,0.401,1.497,3.851,-0.656,-3.010,2.632,4.143,-1.513,-10.821,3.556,1.621
74.441,-0.523,0.317,-0.791,0.738,0.674,0.330,1.278,3.923,-0.744,-3.454,2.845,5.846,-4.765,-6.805,3.571,1.614
74.441,-0.510,0.306,-0.804,0.733,0.680,0.305,1.206,3.869,-0.821,-3.523,2.853,5.845,-4.750,-6.816,3.539,1.602
74.501,-0.493,0.325,-0.807,0.706,0.708,0.310,1.003,4.106,-0.936,-3.911,2.959,2.137,-4.743,-10.981,3.582,1.608
74.501,-0.524,0.337,-0.782,0.705,0.710,0.340,0.987,4.128,-0.866,-3.880,2.972,2.145,-4.784,-10.951,3.548,1.596
74.561,-0.525,0.361,-0.771,0.713,0.701,0.219,0.622,4.546,-1.143,-4.449,3.459,3.445,-4.740,-6.686,3.586,1.596
74.561,-0.536,0.354,-0.767,0.703,0.711,0.197,0.560,4.632,-1.208,-4.497,3.530,3.448,-4.751,-6.658,3.550,1.583
74.561,-0.543,0.350,-0.764,0.698,0.716,0.193,0.521,4.655,-1.238,-4.523,3.563,3.451,-4.759,-6.642,3.514,1.572
74.621,-0.602,0.381,-0.701,0.659,0.752,0.222,0.330,4.729,-1.118,-4.716,3.552,3.092,-0.427,-9.496,3.552,1.576
74.621,-0.616,0.392,-0.683,0.663,0.749,0.274,0.361,4.631,-1.016,-4.661,3.496,3.097,-0.446,-9.498,3.517,1.565
74.661,-0.626,0.387,-0.677,0.642,0.767,0.279,0.213,4.647,-1.056,-4.922,3.555,3.140,-3.268,-9.858,3.529,1.564
74.661,-0.630,0.392,-0.670,0.645,0.764,0.309,0.232,4.552,-1.001,-4.893,3.510,3.143,-3.273,-9.866,3.495,1.555
74.721,-0.638,0.381,-0.669,0.619,0.785,0.291,-0.012,4.622,-1.117,-5.282,3.633,2.886,-2.673,-9.637,3.531,1.560
74.721,-0.639,0.386,-0.666,0.624,0.781,0.320,0.014,4.517,-1.068,-5.254,3.583,2.887,-2.672,-9.649,3.499,1.552
74.721,-0.639,0.389,-0.663,0.627,0.779,0.341,0.033,4.430,-1.033,-5.235,3.546,2.889,-2.671,-9.658,3.468,1.544
74.781,-0.644,0.372,-0.668,0.603,0.798,0.316,-0.226,4.496,-1.172,-5.639,3.669,2.919,-2.620,-9.807,3.506,1.551
