timestamp,angle_axis_x,angle_axis_y,angle_axis_z,angle_axis_cos,angle_axis_sin,pos_N,pos_E,pos_D,vel_N,vel_E,vel_D,accel_x,accel_y,accel_z,pos_uncert,vel_uncert
99.661,0.182,0.060,0.982,-0.085,0.996,4.982,4.939,27.868,-4.840,3.978,15.068,2.274,3.379,-7.741,3.452,1.659
99.661,0.178,0.058,0.982,-0.081,0.997,5.080,4.887,27.413,-4.758,4.003,14.958,2.275,3.354,-7.751,3.418,1.644
99.701,0.178,0.057,0.982,-0.057,0.998,4.990,4.992,27.538,-4.856,4.113,14.904,1.103,2.427,-9.383,3.457,1.666
99.701,0.177,0.057,0.983,-0.050,0.999,5.081,4.935,27.073,-4.770,4.141,14.791,1.106,2.406,-9.396,3.425,1.653
99.761,0.182,0.059,0.982,-0.049,0.999,4.910,5.117,27.472,-4.970,4.307,14.753,1.310,2.676,-9.643,3.499,1.692
99.761,0.180,0.058,0.982,-0.041,0.999,5.011,5.055,26.990,-4.877,4.335,14.636,1.313,2.653,-9.655,3.465,1.678
99.761,0.179,0.058,0.982,-0.034,0.999,5.105,4.994,26.516,-4.789,4.362,14.521,1.316,2.632,-9.668,3.434,1.665
99.821,0.184,0.064,0.981,-0.006,1.000,4.939,5.190,26.898,-4.979,4.522,14.470,1.139,2.476,-9.803,3.508,1.703
99.821,0.181,0.064,0.981,0.001,1.000,5.041,5.121,26.413,-4.888,4.546,14.352,1.139,2.453,-9.815,3.473,1.689
99.881,0.190,0.065,0.980,0.036,0.999,4.877,5.313,26.771,-5.082,4.768,14.306,2.164,2.657,-9.829,3.546,1.727
99.881,0.187,0.066,0.980,0.042,0.999,4.985,5.234,26.271,-4.988,4.788,14.184,2.162,2.633,-9.841,3.509,1.711
99.921,0.192,0.069,0.979,0.080,0.997,4.906,5.341,26.325,-5.078,4.923,14.111,1.467,2.631,-9.691,3.547,1.733
99.921,0.190,0.069,0.979,0.088,0.996,5.011,5.257,25.820,-4.982,4.943,13.987,1.466,2.608,-9.704,3.512,1.718
99.981,0.187,0.083,0.979,0.119,0.993,4.849,5.474,26.119,-5.138,5.155,13.893,1.506,2.468,-10.316,3.586,1.757
99.981,0.187,0.082,0.979,0.129,0.992,4.966,5.386,25.594,-5.026,5.179,13.763,1.508,2.444,-10.327,3.549,1.741
99.981,0.186,0.082,0.979,0.140,0.990,5.074,5.301,25.082,-4.921,5.200,13.637,1.509,2.420,-10.338,3.515,1.726
100.041,0.184,0.089,0.979,0.162,0.987,4.913,5.527,25.374,-5.072,5.386,13.575,1.319,2.387,-9.768,3.587,1.765
100.041,0.183,0.089,0.979,0.172,0.985,5.030,5.435,24.856,-4.966,5.403,13.448,1.319,2.361,-9.778,3.550,1.747
100.081,0.187,0.085,0.979,0.202,0.979,4.952,5.551,24.863,-5.030,5.540,13.318,1.470,2.252,-10.810,3.586,1.768
100.081,0.185,0.085,0.979,0.212,0.977,5.061,5.453,24.343,-4.925,5.554,13.190,1.469,2.228,-10.822,3.550,1.752
100.141,0.162,0.036,0.986,0.272,0.962,4.836,5.661,24.555,-5.095,5.736,13.083,0.988,2.749,-10.101,3.625,1.794
100.141,0.162,0.041,0.986,0.282,0.959,4.930,5.544,24.011,-4.991,5.747,12.945,0.981,2.731,-10.122,3.588,1.778
100.141,0.161,0.045,0.986,0.292,0.957,5.022,5.435,23.486,-4.890,5.758,12.812,0.975,2.712,-10.140,3.554,1.762
100.201,0.060,-0.046,0.997,0.372,0.928,4.739,5.717,23.662,-5.062,5.965,12.751,0.749,3.628,-9.039,3.633,1.805
100.201,0.065,-0.042,0.997,0.384,0.923,4.811,5.621,23.137,-4.961,5.981,12.620,0.747,3.618,-9.063,3.598,1.789
100.261,0.154,-0.004,0.988,0.346,0.938,4.758,5.958,23.507,-5.099,6.185,12.598,0.896,4.209,-9.564,3.655,1.811
100.261,0.148,-0.015,0.989,0.346,0.938,4.922,5.907,23.048,-5.004,6.194,12.502,0.912,4.169,-9.553,3.609,1.785
100.301,0.154,-0.016,0.988,0.341,0.940,4.893,6.077,23.066,-5.069,6.327,12.458,0.581,3.942,-8.992,3.637,1.796
100.301,0.149,-0.021,0.989,0.346,0.938,5.039,5.983,22.570,-4.962,6.330,12.343,0.587,3.909,-8.990,3.596,1.772
100.361,0.148,-0.019,0.989,0.343,0.939,4.917,6.260,22.799,-5.077,6.529,12.262,0.626,3.525,-9.898,3.659,1.799
100.361,0.143,-0.023,0.989,0.350,0.937,5.067,6.146,22.278,-4.960,6.528,12.138,0.629,3.491,-9.898,3.616,1.775
100.361,0.140,-0.025,0.990,0.359,0.933,5.202,6.030,21.762,-4.847,6.526,12.014,0.631,3.460,-9.902,3.576,1.753
100.421,0.154,-0.019,0.988,0.347,0.938,5.091,6.298,21.976,-4.962,6.701,11.975,0.403,3.691,-9.135,3.638,1.780
100.421,0.149,-0.023,0.989,0.355,0.935,5.242,6.175,21.458,-4.845,6.695,11.852,0.406,3.656,-9.134,3.595,1.756
100.461,0.147,-0.004,0.989,0.389,0.921,5.209,6.288,21.384,-4.833,6.808,11.721,0.488,2.988,-10.189,3.624,1.768
100.461,0.144,-0.006,0.990,0.402,0.916,5.345,6.140,20.849,-4.702,6.796,11.588,0.487,2.955,-10.192,3.583,1.746
100.521,0.156,0.025,0.987,0.422,0.907,5.225,6.397,20.997,-4.761,6.971,11.489,0.720,2.889,-9.806,3.645,1.776
100.521,0.153,0.024,0.988,0.432,0.902,5.356,6.247,20.458,-4.639,6.956,11.356,0.718,2.858,-9.812,3.603,1.755
100.521,0.150,0.025,0.988,0.442,0.897,5.476,6.104,19.935,-4.524,6.942,11.226,0.715,2.829,-9.820,3.563,1.735
100.581,0.162,0.055,0.985,0.454,0.891,5.347,6.359,20.059,-4.563,7.106,11.095,0.876,2.301,-10.276,3.626,1.767
100.581,0.160,0.057,0.986,0.464,0.886,5.467,6.205,19.523,-4.444,7.086,10.961,0.872,2.272,-10.285,3.585,1.747
100.641,0.161,0.071,0.984,0.482,0.876,5.327,6.454,19.613,-4.486,7.238,10.845,0.910,2.236,-9.919,3.647,1.779
100.641,0.159,0.073,0.984,0.492,0.870,5.442,6.288,19.069,-4.364,7.213,10.707,0.903,2.208,-9.930,3.605,1.759
100.681,0.159,0.078,0.984,0.511,0.860,5.385,6.400,18.942,-4.351,7.297,10.579,0.855,2.097,-10.000,3.633,1.773
100.681,0.157,0.080,0.984,0.521,0.854,5.494,6.235,18.411,-4.234,7.269,10.444,0.849,2.069,-10.011,3.592,1.753
100.681,0.156,0.082,0.984,0.530,0.848,5.596,6.081,17.899,-4.123,7.244,10.314,0.844,2.043,-10.022,3.553,1.734
100.741,0.156,0.087,0.984,0.558,0.830,5.476,6.348,17.986,-4.164,7.375,10.204,0.763,2.083,-9.929,3.614,1.764
100.741,0.154,0.089,0.984,0.567,0.824,5.587,6.186,17.472,-4.050,7.345,10.074,0.759,2.054,-9.937,3.574,1.743
100.801,0.153,0.088,0.984,0.586,0.810,5.471,6.444,17.544,-4.087,7.458,9.979,0.557,2.070,-9.608,3.633,1.772
100.801,0.151,0.089,0.985,0.595,0.804,5.584,6.272,17.028,-3.971,7.422,9.848,0.552,2.040,-9.615,3.591,1.750
100.841,0.146,0.095,0.985,0.603,0.798,5.540,6.390,16.895,-3.978,7.517,9.731,0.850,3.023,-9.981,3.617,1.763
100.841,0.144,0.096,0.985,0.611,0.791,5.646,6.223,16.389,-3.865,7.480,9.603,0.846,2.994,-9.989,3.577,1.742
100.901,0.140,0.093,0.986,0.599,0.800,5.525,6.476,16.440,-3.795,7.552,9.434,1.264,0.268,-10.537,3.636,1.770
100.901,0.138,0.095,0.986,0.608,0.794,5.633,6.299,15.934,-3.682,7.508,9.305,1.259,0.238,-10.545,3.594,1.748
100.901,0.136,0.096,0.986,0.616,0.788,5.732,6.135,15.446,-3.576,7.469,9.181,1.255,0.210,-10.553,3.556,1.729
100.961,0.099,0.085,0.991,0.657,0.754,5.609,6.417,15.450,-3.486,7.498,9.002,0.958,-0.354,-10.511,3.616,1.757
100.961,0.100,0.088,0.991,0.666,0.746,5.700,6.251,14.946,-3.379,7.454,8.873,0.953,-0.379,-10.524,3.577,1.736
101.001,0.085,0.080,0.993,0.675,0.738,5.657,6.371,14.793,-3.319,7.519,8.677,1.676,1.674,-11.636,3.603,1.747
101.001,0.083,0.083,0.993,0.683,0.730,5.747,6.204,14.312,-3.216,7.472,8.553,1.671,1.648,-11.647,3.564,1.727
101.061,0.094,0.090,0.992,0.723,0.691,5.676,6.459,14.345,-3.230,7.510,8.410,0.042,1.681,-10.354,3.620,1.751
101.061,0.089,0.092,0.992,0.729,0.685,5.775,6.280,13.877,-3.127,7.457,8.291,0.038,1.650,-10.360,3.581,1.730
101.061,0.085,0.093,0.992,0.735,0.678,5.867,6.114,13.423,-3.031,7.408,8.177,0.035,1.622,-10.368,3.544,1.711
101.121,0.108,0.131,0.985,0.788,0.615,5.804,6.373,13.445,-3.013,7.433,8.035,0.257,1.091,-10.309,3.601,1.735
101.121,0.103,0.135,0.985,0.794,0.608,5.893,6.198,12.990,-2.918,7.379,7.920,0.252,1.062,-10.317,3.563,1.715
101.181,0.081,0.147,0.986,0.827,0.562,5.817,6.455,12.976,-2.957,7.555,7.867,0.907,3.785,-8.923,3.619,1.739
101.181,0.077,0.151,0.986,0.832,0.555,5.904,6.277,12.513,-2.860,7.498,7.749,0.903,3.757,-8.933,3.581,1.719
101.221,0.073,0.157,0.985,0.838,0.546,5.876,6.393,12.351,-2.795,7.497,7.615,0.823,1.042,-10.216,3.606,1.728
101.221,0.070,0.160,0.985,0.844,0.537,5.959,6.223,11.901,-2.702,7.440,7.501,0.820,1.016,-10.226,3.569,1.709
101.221,0.067,0.164,0.984,0.848,0.530,6.036,6.066,11.470,-2.614,7.389,7.392,0.818,0.992,-10.235,3.534,1.691
101.281,0.077,0.197,0.978,0.862,0.507,5.957,6.337,11.452,-2.551,7.382,7.248,0.852,0.406,-10.254,3.591,1.715
101.281,0.076,0.202,0.976,0.866,0.499,6.029,6.175,11.016,-2.464,7.325,7.137,0.849,0.383,-10.266,3.555,1.696
101.341,0.080,0.183,0.980,0.885,0.466,5.961,6.416,11.005,-2.480,7.319,7.028,-0.150,1.156,-9.870,3.610,1.718
101.341,0.073,0.190,0.979,0.889,0.458,6.037,6.238,10.582,-2.395,7.255,6.920,-0.154,1.129,-9.879,3.574,1.699
101.381,0.039,0.138,0.990,0.901,0.433,5.995,6.355,10.400,-2.395,7.228,6.777,-0.609,1.167,-10.570,3.600,1.708
101.381,0.038,0.147,0.988,0.905,0.425,6.056,6.194,9.973,-2.316,7.169,6.668,-0.615,1.146,-10.585,3.565,1.690
101.441,-0.054,0.010,0.998,0.911,0.412,5.981,6.456,9.929,-2.351,7.166,6.552,-0.791,1.501,-9.963,3.620,1.711
101.441,-0.059,0.011,0.998,0.914,0.405,6.055,6.293,9.517,-2.270,7.104,6.449,-0.792,1.478,-9.973,3.585,1.691
101.441,-0.065,0.012,0.998,0.918,0.398,6.125,6.141,9.124,-2.194,7.046,6.351,-0.792,1.456,-9.982,3.551,1.674
101.501,-0.206,-0.090,0.974,0.897,0.442,6.015,6.432,9.011,-2.408,7.656,6.137,0.096,12.838,-10.648,3.610,1.696
101.501,-0.200,-0.095,0.975,0.904,0.428,6.070,6.295,8.591,-2.317,7.592,6.033,0.094,12.824,-10.667,3.576,1.677
101.561,-0.144,-0.197,0.970,0.898,0.439,6.006,6.560,8.584,-2.045,7.307,6.014,1.222,-3.792,-8.997,3.629,1.695
101.561,-0.156,-0.197,0.968,0.901,0.434,6.085,6.393,8.215,-1.968,7.242,5.922,1.223,-3.817,-9.002,3.594,1.676
101.601,-0.174,-0.209,0.962,0.895,0.447,6.130,6.534,8.108,-1.959,7.227,5.834,-1.803,2.415,-9.888,3.617,1.681
101.601,-0.185,-0.220,0.958,0.896,0.445,6.231,6.386,7.760,-1.885,7.172,5.755,-1.792,2.389,-9.885,3.583,1.662
101.601,-0.195,-0.227,0.954,0.897,0.441,6.319,6.243,7.414,-1.815,7.118,5.675,-1.785,2.364,-9.885,3.551,1.645
101.661,-0.641,-0.305,0.704,0.963,0.271,6.336,6.457,7.385,-1.769,6.661,5.487,-3.693,-3.270,-11.687,3.605,1.662
101.661,-0.670,-0.336,0.662,0.966,0.260,6.408,6.269,7.036,-1.677,6.556,5.397,-3.688,-3.297,-11.690,3.572,1.643
101.721,-0.836,-0.172,-0.521,0.960,0.281,6.289,6.178,6.911,-1.548,6.196,5.267,-2.560,3.565,-8.372,3.632,1.658
101.721,-0.720,-0.214,-0.660,0.956,0.295,6.331,6.003,6.485,-1.436,6.014,5.148,-2.565,3.543,-8.395,3.593,1.628
101.761,-0.546,-0.425,-0.722,0.972,0.237,6.807,7.372,6.108,-1.697,6.891,5.301,-0.548,3.899,-7.279,3.604,1.608
101.761,-0.438,-0.599,-0.670,0.975,0.224,7.012,7.579,5.815,-1.740,7.017,5.296,-0.508,3.911,-7.274,3.554,1.568
101.821,-0.819,-0.572,-0.052,0.986,0.167,6.906,9.140,5.918,-2.507,8.391,5.763,-0.354,7.169,-4.152,3.570,1.560
101.821,-0.684,-0.352,0.639,0.976,0.219,6.823,9.620,5.793,-3.075,8.777,5.868,-0.383,7.116,-4.133,3.528,1.542
101.821,-0.629,-0.252,0.736,0.962,0.274,6.840,9.608,5.706,-3.292,8.849,5.887,-0.405,7.058,-4.108,3.490,1.520
101.881,0.206,-0.205,0.957,0.941,0.339,6.771,9.871,6.287,-3.368,9.023,4.361,0.566,6.215,-36.041,3.530,1.522
101.881,0.042,-0.165,0.985,0.936,0.352,6.944,9.530,6.238,-3.338,8.850,4.329,0.562,6.127,-35.996,3.494,1.488
101.941,-0.289,-0.111,0.951,0.931,0.364,6.838,9.869,6.229,-3.399,8.869,4.178,0.138,0.978,-11.770,3.539,1.485
101.941,-0.335,-0.089,0.938,0.924,0.382,6.934,9.600,5.904,-3.384,8.778,4.107,0.123,0.920,-11.757,3.506,1.461
101.981,-0.436,-0.031,0.900,0.922,0.387,6.962,9.541,5.751,-3.172,8.614,4.027,1.380,0.715,-9.444,3.526,1.458
101.981,-0.477,-0.029,0.878,0.921,0.389,7.075,9.217,5.362,-3.074,8.495,3.929,1.378,0.666,-9.436,3.494,1.442
101.981,-0.504,-0.027,0.863,0.920,0.391,7.163,8.937,4.950,-2.997,8.399,3.830,1.373,0.623,-9.434,3.463,1.429
102.041,-0.624,0.102,0.775,0.928,0.374,7.123,9.074,4.732,-2.887,8.222,3.727,-0.768,1.930,-9.357,3.509,1.440
102.041,-0.655,0.093,0.750,0.931,0.364,7.217,8.770,4.286,-2.772,8.102,3.615,-0.764,1.896,-9.358,3.477,1.429
102.101,-0.605,0.302,0.737,0.955,0.296,7.222,8.895,4.118,-2.560,7.750,3.367,1.022,-0.486,-12.591,3.522,1.442
102.101,-0.645,0.282,0.710,0.958,0.288,7.330,8.598,3.691,-2.453,7.628,3.268,1.032,-0.523,-12.590,3.489,1.431
102.141,-0.735,0.386,0.557,0.959,0.283,7.362,8.598,3.354,-2.290,7.364,3.086,1.379,-0.979,-11.894,3.508,1.437
102.141,-0.766,0.372,0.524,0.962,0.273,7.458,8.333,2.910,-2.194,7.252,2.983,1.389,-1.008,-11.898,3.475,1.427
102.201,-0.812,0.464,0.353,0.963,0.271,7.444,8.502,2.562,-2.090,6.951,2.726,0.821,-0.236,-12.275,3.519,1.441
102.201,-0.832,0.460,0.309,0.966,0.257,7.531,8.264,2.099,-2.005,6.845,2.616,0.831,-0.254,-12.285,3.486,1.431
102.201,-0.846,0.457,0.273,0.969,0.248,7.604,8.050,1.675,-1.938,6.756,2.518,0.837,-0.274,-12.293,3.454,1.421
102.261,-0.879,0.460,0.127,0.964,0.268,7.570,8.241,1.304,-1.818,6.386,2.207,1.813,-1.462,-13.369,3.498,1.434
102.261,-0.883,0.465,0.071,0.967,0.255,7.638,8.044,0.869,-1.752,6.293,2.100,1.820,-1.468,-13.384,3.466,1.424
102.321,-0.867,0.492,-0.078,0.958,0.286,7.586,8.220,0.488,-1.600,6.032,1.926,2.613,-0.011,-10.610,3.510,1.435
102.321,-0.852,0.506,-0.134,0.961,0.277,7.635,8.032,0.078,-1.550,5.939,1.824,2.613,-0.013,-10.628,3.478,1.424
102.361,-0.821,0.523,-0.229,0.961,0.277,7.615,8.083,-0.268,-1.517,5.749,1.688,1.247,0.187,-10.812,3.496,1.428
102.361,-0.802,0.532,-0.270,0.962,0.274,7.657,7.908,-0.626,-1.482,5.667,1.603,1.245,0.180,-10.825,3.465,1.417
102.361,-0.788,0.537,-0.301,0.962,0.273,7.698,7.742,-0.947,-1.452,5.595,1.528,1.244,0.170,-10.835,3.435,1.408
102.421,-0.737,0.541,-0.405,0.957,0.290,7.641,7.919,-1.244,-1.413,5.392,1.374,1.783,0.492,-10.795,3.480,1.418
102.421,-0.709,0.551,-0.440,0.957,0.290,7.672,7.764,-1.566,-1.388,5.318,1.296,1.779,0.490,-10.810,3.451,1.408
102.481,-0.688,0.545,-0.478,0.953,0.302,7.627,7.951,-1.859,-1.364,5.130,1.156,1.832,0.309,-10.684,3.495,1.418
102.481,-0.663,0.553,-0.504,0.954,0.301,7.664,7.808,-2.157,-1.345,5.065,1.086,1.829,0.308,-10.698,3.466,1.408
102.521,-0.633,0.544,-0.551,0.952,0.307,7.639,7.854,-2.396,-1.323,4.917,0.991,2.061,0.462,-10.488,3.486,1.411
102.521,-0.615,0.547,-0.568,0.951,0.309,7.670,7.700,-2.642,-1.311,4.848,0.936,2.057,0.454,-10.497,3.457,1.401
102.581,-0.577,0.530,-0.621,0.942,0.335,7.600,7.812,-2.837,-1.259,4.727,0.920,2.196,1.490,-8.768,3.502,1.411
102.581,-0.561,0.535,-0.632,0.940,0.341,7.618,7.645,-3.061,-1.251,4.649,0.871,2.189,1.479,-8.776,3.474,1.401
102.581,-0.550,0.536,-0.640,0.939,0.345,7.641,7.490,-3.269,-1.243,4.578,0.826,2.184,1.467,-8.782,3.447,1.392
102.641,-0.476,0.509,-0.717,0.927,0.376,7.572,7.590,-3.433,-1.253,4.440,0.693,1.888,1.454,-11.028,3.493,1.402
102.641,-0.467,0.513,-0.720,0.924,0.382,7.585,7.431,-3.632,-1.249,4.367,0.651,1.880,1.440,-11.034,3.466,1.393
102.701,-0.460,0.518,-0.721,0.922,0.388,7.536,7.557,-3.830,-1.257,4.248,0.537,1.946,1.219,-10.641,3.512,1.403
102.701,-0.449,0.520,-0.726,0.921,0.390,7.565,7.418,-4.032,-1.253,4.188,0.493,1.942,1.211,-10.648,3.485,1.394
102.741,-0.444,0.517,-0.732,0.919,0.394,7.547,7.435,-4.198,-1.262,4.052,0.445,2.004,0.298,-10.011,3.507,1.397
102.741,-0.441,0.514,-0.736,0.918,0.398,7.579,7.291,-4.372,-1.258,3.990,0.410,2.003,0.287,-10.014,3.480,1.388
102.741,-0.438,0.512,-0.739,0.916,0.400,7.609,7.155,-4.540,-1.253,3.931,0.376,2.002,0.275,-10.016,3.455,1.380
102.801,-0.425,0.503,-0.753,0.915,0.403,7.572,7.244,-4.681,-1.274,3.782,0.300,1.921,0.708,-10.442,3.502,1.391
102.801,-0.423,0.499,-0.756,0.914,0.405,7.605,7.105,-4.841,-1.270,3.722,0.268,1.922,0.697,-10.443,3.476,1.382
102.861,-0.416,0.489,-0.767,0.912,0.410,7.571,7.181,-4.986,-1.294,3.564,0.186,1.902,0.559,-10.585,3.522,1.392
102.861,-0.415,0.483,-0.771,0.911,0.411,7.607,7.043,-5.144,-1.290,3.504,0.155,1.904,0.547,-10.586,3.496,1.384
102.901,-0.407,0.476,-0.780,0.909,0.416,7.590,7.042,-5.298,-1.305,3.380,0.090,1.919,0.557,-10.589,3.519,1.388
102.901,-0.405,0.472,-0.783,0.908,0.419,7.622,6.909,-5.454,-1.301,3.322,0.059,1.920,0.547,-10.591,3.493,1.380
102.901,-0.404,0.468,-0.786,0.907,0.421,7.652,6.784,-5.606,-1.297,3.267,0.029,1.922,0.536,-10.592,3.468,1.372
102.961,-0.399,0.458,-0.795,0.904,0.427,7.611,6.843,-5.750,-1.326,3.106,-0.053,1.888,0.438,-10.667,3.515,1.383
102.961,-0.400,0.453,-0.797,0.903,0.430,7.643,6.715,-5.897,-1.321,3.050,-0.081,1.890,0.427,-10.667,3.489,1.375
103.021,-0.392,0.446,-0.805,0.900,0.435,7.595,6.764,-6.055,-1.352,2.885,-0.161,1.881,0.361,-10.632,3.535,1.385
103.021,-0.391,0.444,-0.806,0.899,0.438,7.625,6.639,-6.205,-1.350,2.830,-0.190,1.882,0.350,-10.633,3.510,1.377
103.061,-0.392,0.439,-0.808,0.896,0.444,7.605,6.625,-6.363,-1.368,2.703,-0.255,1.886,0.382,-10.661,3.531,1.382
103.061,-0.392,0.436,-0.810,0.895,0.447,7.636,6.506,-6.510,-1.365,2.651,-0.284,1.889,0.371,-10.662,3.506,1.374
103.061,-0.391,0.433,-0.812,0.894,0.448,7.665,6.394,-6.654,-1.361,2.601,-0.312,1.891,0.362,-10.663,3.482,1.366
103.121,-0.385,0.427,-0.818,0.891,0.454,7.616,6.433,-6.818,-1.394,2.436,-0.391,1.874,0.319,-10.644,3.528,1.377
103.121,-0.385,0.424,-0.820,0.890,0.456,7.646,6.322,-6.960,-1.391,2.387,-0.419,1.877,0.310,-10.645,3.503,1.369
103.181,-0.376,0.414,-0.829,0.888,0.460,7.598,6.345,-7.124,-1.422,2.222,-0.488,1.875,0.319,-10.522,3.548,1.380
103.181,-0.376,0.411,-0.830,0.887,0.463,7.630,6.233,-7.262,-1.418,2.172,-0.516,1.878,0.309,-10.522,3.523,1.372
103.241,-0.371,0.405,-0.836,0.884,0.468,7.577,6.247,-7.434,-1.451,2.002,-0.585,1.881,0.219,-10.534,3.567,1.383
103.241,-0.371,0.403,-0.837,0.882,0.471,7.607,6.137,-7.572,-1.447,1.954,-0.612,1.883,0.209,-10.535,3.542,1.375
103.281,-0.369,0.398,-0.840,0.879,0.476,7.582,6.105,-7.734,-1.469,1.824,-0.671,1.873,0.175,-10.634,3.563,1.380
103.281,-0.369,0.396,-0.841,0.879,0.478,7.613,6.002,-7.869,-1.465,1.778,-0.698,1.876,0.166,-10.635,3.538,1.372
103.281,-0.369,0.394,-0.842,0.877,0.480,7.642,5.906,-8.002,-1.461,1.735,-0.725,1.879,0.158,-10.637,3.514,1.364
103.341,-0.362,0.386,-0.849,0.875,0.485,7.588,5.908,-8.177,-1.493,1.567,-0.789,1.894,0.194,-10.479,3.558,1.376
103.341,-0.362,0.384,-0.849,0.874,0.486,7.619,5.812,-8.307,-1.488,1.524,-0.815,1.898,0.186,-10.480,3.533,1.368
103.401,-0.360,0.378,-0.853,0.870,0.493,7.564,5.804,-8.486,-1.528,1.335,-0.873,1.904,-0.202,-10.484,3.577,1.379
103.401,-0.360,0.376,-0.854,0.869,0.495,7.596,5.711,-8.614,-1.523,1.294,-0.899,1.907,-0.210,-10.485,3.552,1.371
103.441,-0.353,0.365,-0.861,0.861,0.508,7.568,5.673,-8.784,-1.558,1.145,-0.958,1.902,-0.473,-10.779,3.573,1.376
103.441,-0.352,0.364,-0.862,0.860,0.510,7.598,5.588,-8.913,-1.553,1.106,-0.985,1.905,-0.479,-10.782,3.548,1.369
103.441,-0.351,0.363,-0.863,0.859,0.512,7.628,5.508,-9.037,-1.548,1.070,-1.011,1.908,-0.485,-10.784,3.525,1.362
103.501,-0.334,0.349,-0.876,0.851,0.525,7.567,5.494,-9.230,-1.602,0.857,-1.081,2.025,-0.637,-10.744,3.568,1.373
103.501,-0.331,0.349,-0.877,0.850,0.527,7.597,5.418,-9.353,-1.598,0.822,-1.108,2.028,-0.642,-10.747,3.544,1.366
103.561,-0.330,0.342,-0.880,0.825,0.565,7.543,5.416,-9.584,-1.630,0.674,-1.242,2.060,0.492,-11.381,3.586,1.377
103.561,-0.319,0.340,-0.884,0.824,0.566,7.580,5.356,-9.721,-1.625,0.645,-1.276,2.062,0.493,-11.389,3.561,1.369
103.621,-0.298,0.331,-0.895,0.811,0.585,7.521,5.336,-9.939,-1.693,0.453,-1.344,1.920,-0.437,-10.607,3.603,1.380
103.621,-0.291,0.330,-0.898,0.810,0.587,7.556,5.273,-10.059,-1.688,0.422,-1.373,1.922,-0.437,-10.614,3.578,1.372
103.621,-0.286,0.329,-0.900,0.809,0.588,7.589,5.209,-10.170,-1.684,0.392,-1.398,1.924,-0.439,-10.619,3.553,1.365
103.661,-0.279,0.327,-0.903,0.800,0.600,7.555,5.165,-10.342,-1.720,0.283,-1.447,1.757,0.190,-10.423,3.573,1.370
103.661,-0.274,0.326,-0.905,0.799,0.601,7.586,5.106,-10.447,-1.716,0.254,-1.471,1.759,0.188,-10.428,3.549,1.362
103.721,-0.270,0.324,-0.907,0.788,0.616,7.521,5.067,-10.647,-1.777,0.084,-1.539,1.999,-0.171,-10.637,3.590,1.373
103.721,-0.265,0.324,-0.908,0.786,0.618,7.555,5.011,-10.748,-1.771,0.058,-1.563,2.002,-0.172,-10.642,3.565,1.366
103.781,-0.258,0.322,-0.911,0.782,0.623,7.494,4.963,-10.943,-1.824,-0.078,-1.631,1.829,0.302,-10.579,3.606,1.377
103.781,-0.255,0.320,-0.912,0.781,0.624,7.534,4.909,-11.036,-1.816,-0.102,-1.653,1.833,0.301,-10.582,3.581,1.370
103.781,-0.253,0.319,-0.913,0.781,0.624,7.571,4.856,-11.125,-1.809,-0.126,-1.674,1.837,0.299,-10.584,3.557,1.362
103.821,-0.242,0.315,-0.918,0.778,0.628,7.532,4.797,-11.281,-1.851,-0.243,-1.724,1.951,-0.113,-10.678,3.576,1.368
103.821,-0.241,0.315,-0.918,0.777,0.630,7.564,4.746,-11.366,-1.845,-0.268,-1.743,1.954,-0.115,-10.681,3.552,1.361
103.881,-0.217,0.297,-0.930,0.758,0.652,7.487,4.679,-11.555,-1.934,-0.449,-1.804,1.895,-0.655,-10.753,3.593,1.372
